date,State,cases,deaths,population,new_cases,new_deaths,cases_per_100k,deaths_per_100k,new_cases_per_100k,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,overall_pct_change,AREA_SQMI,White,IncomePerCap,Poverty,ChildPoverty,Service,Production,dem_gop_diff_16,FBFilterBubble
2020-04-29,CA,48774,1941,39512223,1586.7142857142858,73.0,123.44028327639272,4.912403941433515,4.01575554408641,-49.0,-15.0,-27.0,-50.0,-50.0,21.0,-28.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-30,CA,50301,2031,39512223,1538.0,72.0,127.30491017931337,5.14018155850153,3.892466389451183,-47.0,-12.0,-24.0,-50.0,-50.0,21.0,-27.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-01,CA,52232,2128,39512223,1562.2857142857142,73.85714285714286,132.1920054966282,5.385675212452613,3.953930190882235,-47.0,-9.0,-23.0,-48.0,-48.0,21.0,-25.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-02,CA,53675,2185,39512223,1590.142857142857,70.71428571428571,135.84403995695206,5.5299343699290215,4.024432786641382,-50.0,-8.0,-30.0,-43.0,-32.0,14.0,-24.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-03,CA,54926,2208,39512223,1610.5714285714287,70.71428571428571,139.01014883419745,5.588144205401959,4.07613469019809,-50.0,-12.0,-21.0,-45.0,-32.0,12.0,-24.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-04,CA,56170,2282,39512223,1574.142857142857,72.28571428571429,142.15854167455979,5.775428023880104,3.983938988051513,-44.0,-10.0,-17.0,-48.0,-47.0,19.0,-24.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-05,CA,58731,2376,39512223,1762.5714285714287,73.0,148.64008031135074,6.013329090595586,4.460825776801848,-44.0,-6.0,-14.0,-46.0,-48.0,19.0,-23.166666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-06,CA,60680,2459,39512223,1700.857142857143,74.0,153.5727311520792,6.223390670780533,4.304635410812353,-46.0,-10.0,-17.0,-47.0,-48.0,20.0,-24.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-07,CA,62352,2540,39512223,1721.5714285714287,72.71428571428571,157.80433310472054,6.428390526141746,4.357060417915308,-46.0,-8.0,-18.0,-48.0,-49.0,20.0,-24.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-08,CA,64546,2627,39512223,1759.142857142857,71.28571428571429,163.35704523635636,6.64857555597416,4.452148534246876,-46.0,-5.0,-18.0,-46.0,-46.0,20.0,-23.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-09,CA,66778,2689,39512223,1871.857142857143,72.0,169.0059301396431,6.805489025509903,4.73741288324158,-46.0,4.0,-23.0,-40.0,-29.0,12.0,-20.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-10,CA,67974,2716,39512223,1864.0,72.57142857142857,172.03284158423585,6.873822310630308,4.7175275357197695,-47.0,0.0,-22.0,-40.0,-28.0,9.0,-21.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-11,CA,69396,2777,39512223,1889.4285714285713,70.71428571428571,175.63172793391047,7.028204917754184,4.781883751335812,-45.0,-14.0,-20.0,-48.0,-46.0,18.0,-25.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-12,CA,71017,2877,39512223,1755.142857142857,71.57142857142857,179.7342559035466,7.281291158940867,4.4420250845994085,-45.0,-10.0,-17.0,-46.0,-47.0,19.0,-24.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-13,CA,73072,2969,39512223,1770.2857142857142,72.85714285714286,184.93517815993295,7.514130500832616,4.480349572550535,-44.0,-10.0,-16.0,-46.0,-47.0,19.0,-24.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-14,CA,74899,3049,39512223,1792.4285714285713,72.71428571428571,189.55906378641365,7.716599493781962,4.5363900973847295,-45.0,-10.0,-17.0,-47.0,-47.0,19.0,-24.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-15,CA,76938,3157,39512223,1770.2857142857142,75.71428571428571,194.7194922442101,7.98993263426358,4.480349572550535,-45.0,-9.0,-11.0,-46.0,-45.0,19.0,-22.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-16,CA,78774,3208,39512223,1713.7142857142858,74.14285714285714,199.3661556323976,8.119006617268788,4.3371750703934975,-47.0,-7.0,-14.0,-41.0,-27.0,12.0,-20.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-17,CA,80154,3240,39512223,1740.0,74.85714285714286,202.85874576077381,8.199994214448527,4.4037005966482825,-47.0,-13.0,-16.0,-44.0,-28.0,11.0,-22.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-18,CA,81891,3284,39512223,1785.0,72.42857142857143,207.25485377018651,8.311352160570667,4.5175894051822905,-43.0,-13.0,-24.0,-49.0,-45.0,18.0,-26.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-19,CA,83849,3406,39512223,1833.142857142857,75.57142857142857,212.21028237262175,8.62011737481842,4.639432352725021,-42.0,-9.0,-7.0,-46.0,-45.0,18.0,-21.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-20,CA,86071,3495,39512223,1857.0,75.14285714285714,217.83385865178985,8.845364129474568,4.699811498836702,-41.0,-7.0,-4.0,-45.0,-45.0,18.0,-20.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-21,CA,88303,3597,39512223,1914.857142857143,78.28571428571429,223.4827435550766,9.103512095484984,4.846239966951854,-40.0,-6.0,-5.0,-45.0,-45.0,18.0,-20.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-22,CA,90757,3667,39512223,1974.142857142857,72.85714285714286,229.6934799137978,9.280672464315662,4.996283952798244,-41.0,-4.0,-3.0,-43.0,-43.0,18.0,-19.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-23,CA,92643,3735,39512223,1981.2857142857142,75.28571428571429,234.46668642257865,9.452771108322606,5.014361541454436,-44.0,-3.0,-4.0,-38.0,-24.0,10.0,-17.166666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-24,CA,94428,3751,39512223,2039.142857142857,73.0,238.98427582776094,9.493264906912476,5.160790009569588,-43.0,-6.0,13.0,-39.0,-26.0,8.0,-15.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-25,CA,96652,3766,39512223,2108.714285714286,68.85714285714286,244.61291383175276,9.531227843090479,5.336865723080895,-43.0,-8.0,32.0,-51.0,-72.0,22.0,-20.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-26,CA,99830,3821,39512223,2283.0,59.285714285714285,252.65599457666556,9.670425275743154,5.777958886291971,-40.0,-8.0,-3.0,-44.0,-43.0,16.0,-20.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-27,CA,101856,3912,39512223,2255.0,59.57142857142857,257.7835218231078,9.900733755223035,5.7070947387597,-39.0,-8.0,-4.0,-44.0,-43.0,17.0,-20.166666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-28,CA,103993,3993,39512223,2241.4285714285716,56.57142857142857,263.19197479726716,10.105733610584249,5.672747320312936,-39.0,-7.0,-7.0,-44.0,-43.0,17.0,-20.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-29,CA,106630,4074,39512223,2267.5714285714284,58.142857142857146,269.86585897736,10.310733465945463,5.738911294794597,-40.0,-8.0,-9.0,-43.0,-41.0,17.0,-20.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-30,CA,110115,4141,39512223,2496.0,58.0,278.6859144827159,10.48030124754054,6.317032580019606,-42.0,-7.0,-14.0,-38.0,-17.0,11.0,-17.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-05-31,CA,112682,4171,39512223,2607.714285714286,60.0,285.182638293978,10.556227119896544,6.5997660666024425,-43.0,-13.0,-5.0,-40.0,-19.0,9.0,-18.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-01,CA,115186,4171,39512223,2647.714285714286,57.857142857142854,291.5199177732926,10.556227119896544,6.701000563077116,-41.0,-12.0,-16.0,-45.0,-42.0,17.0,-23.166666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-02,CA,117500,4315,39512223,2524.285714285714,70.57142857142857,297.3763333943524,10.920671307205367,6.388619831098125,-39.0,-6.0,-8.0,-44.0,-42.0,17.0,-20.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-03,CA,119825,4384,39512223,2567.0,67.42857142857143,303.2605885019428,11.09530081362418,6.49672381126215,-36.0,-3.0,-5.0,-43.0,-42.0,16.0,-18.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-04,CA,122972,4452,39512223,2711.285714285714,65.57142857142857,311.2252125120877,11.267399457631123,6.861891102117221,-35.0,-3.0,-6.0,-43.0,-42.0,16.0,-18.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-05,CA,126292,4535,39512223,2808.8571428571427,65.85714285714286,319.6276757194856,11.47746103781607,7.108830963160798,-36.0,-5.0,-10.0,-42.0,-40.0,16.0,-19.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-06,CA,128944,4604,39512223,2689.8571428571427,66.14285714285714,326.33952283575644,11.652090544234882,6.807658336148646,,,,,,,,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-07,CA,131327,4632,39512223,2663.5714285714284,65.85714285714286,332.3705679632351,11.722954691767153,6.741132809893861,,,,,,,,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-08,CA,133863,4666,39512223,2668.1428571428573,70.71428571428571,338.78883503972935,11.809004013770625,6.752702466633824,,,,,,,,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-06-09,CA,136842,4758,39512223,2763.1428571428573,63.285714285714285,346.32827416468064,12.041843355662373,6.993134395761174,,,,,,,,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-15,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,2.0,-1.0,8.0,8.0,-3.0,0.0,2.3333333333333335,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-16,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,15.0,3.0,19.0,5.0,-1.0,-1.0,6.666666666666667,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-17,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,12.0,2.0,63.0,-7.0,-35.0,6.0,6.833333333333333,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-18,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,5.0,2.0,52.0,7.0,-4.0,0.0,10.333333333333334,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-19,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,4.0,3.0,60.0,7.0,-2.0,-1.0,11.833333333333334,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-20,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,4.0,3.0,53.0,5.0,-2.0,0.0,10.5,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-21,WA,1,0,7614893,0.14285714285714285,0.0,0.013132160885254724,0.0,0.0018760229836078176,3.0,-1.0,55.0,4.0,-1.0,-1.0,9.833333333333334,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-22,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,4.0,0.0,44.0,9.0,0.0,-1.0,9.333333333333334,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-23,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,10.0,0.0,-11.0,3.0,1.0,0.0,0.5,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-24,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,3.0,-1.0,15.0,3.0,4.0,-1.0,3.8333333333333335,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-25,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,6.0,1.0,36.0,5.0,2.0,0.0,8.333333333333334,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-26,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,9.0,4.0,48.0,7.0,2.0,-1.0,11.5,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-27,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,9.0,4.0,57.0,9.0,2.0,-1.0,13.333333333333334,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
2020-02-28,WA,1,0,7614893,0.0,0.0,0.013132160885254724,0.0,0.0,7.0,2.0,31.0,6.0,3.0,-2.0,7.833333333333333,66452.739,70.76497584126123,31762.17468789475,13.283879309949919,17.22554974157765,17.676121972713617,11.501214980135893,-0.14691183928529977,1.4172304861184775
